,ID,縣市,土地面積,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,主建物面積,陽台面積,附屬建物面積,經度,緯度,站點級別,與大眾交通最短距,與國小最短距,國小總人數,與國中最短距,國中總人數,與高中最短距,高中總人數,與大學最短距,大學總人數,與atm最短距,與post最短距,與bank最短距,與腳踏車站最短距,與醫療機構最短距,與便利超商最短距,<0.5的超商數量,<0.5公車站數,與政府最短距,縣市_區域,與百貨最短距,與高鐵最短距,人口密度,老化指數,平均收入
6309,PR-434,0,-1.076596930748919,3,13,0,4,0,6.333333333333333,-0.6527440722813556,-0.8193256863726953,0.0,-0.840045923516062,-0.9237105928889628,0.2149023787624761,121.52254672171668,25.06628234905539,1.0,0.53,0.46,210.0,0.58,70.0,0.13,262.0,0.12,3980.0,0.03,0.36,0.04,0.13,0.0,0.17,33.0,203.0,5.29,19,2.03,2.12,9126.87,166.1,0.006299707
6310,PR-435,1,-1.3758147776231358,6,11,4,4,0,23.25,-1.6553132800021644,-0.0314760711354535,1.0,-1.834691752758168,-0.8366875707504596,-0.4384519028208025,121.51642298880498,25.00992329411094,1.0,0.45,0.46,241.0,0.8,662.0,0.75,1020.0,3.32,3500.0,0.0,0.29,0.13,0.19,0.06,0.04,34.0,110.0,5.2,68,4.96,4.23,1946.61,147.86,0.005073707
6311,PR-436,0,0.5110842083962731,2,4,1,1,1,52.5,-0.4574010747884757,-0.8193256863726953,0.0,0.4241953196247139,-1.6420771089734696,-0.4384519028208025,121.54313484914672,25.02828156892521,1.0,0.24,0.33,257.0,0.42,325.0,0.09,312.0,0.59,5938.0,0.01,0.46,0.15,0.04,0.06,0.07,23.0,107.0,2.39,27,1.45,3.43,9126.87,166.1,0.006299707
6312,PR-437,1,-0.3989225830933129,8,12,4,4,0,22.5,0.4291114108924459,-0.0484689059739037,1.0,0.5390491895542632,1.879795786984778,-0.4384519028208025,121.46445649700914,25.01729915141919,1.0,0.24,0.88,390.0,0.96,261.0,0.8,741.0,0.43,11486.0,0.14,0.18,0.11,0.07,0.1,0.15,17.0,149.0,0.59,65,0.41,0.37,1946.61,147.86,0.005073707
6313,PR-438,1,-0.5488439428363946,10,15,10,4,0,10.333333333333334,-0.8245310024295055,0.4736745645166604,1.0,-0.9302882498892792,-1.0875186345614394,-0.4384519028208025,121.51763693983447,24.994625402065186,2.0,0.32,0.33,234.0,1.1,662.0,0.36,432.0,1.81,3500.0,0.06,0.37,0.31,0.35,0.17,0.06,25.0,91.0,5.66,59,5.53,5.84,1946.61,147.86,0.005073707
6314,PR-439,4,0.8021546777531922,11,14,2,4,0,13.916666666666666,3.639631028510717,1.1935528404001008,2.0,3.5263813729435216,2.243244879445585,1.030527658386046,120.64705369377648,24.13469030983297,4.0,1.69,0.06,255.0,0.65,219.0,2.02,418.0,1.47,7052.0,0.05,0.52,0.1,0.04,0.04,0.04,12.0,59.0,3.03,4,2.75,4.0,1270.7,111.76,0.005039031
6315,PR-440,16,0.4337442058869375,4,7,2,4,2,30.08333333333333,0.3590177470861773,-0.8193256863726953,0.0,0.8867226037006075,0.5949264601162892,-0.4384519028208025,120.88368960734262,24.686396570327872,1.0,0.33,0.24,92.0,0.79,292.0,0.95,434.0,5.75,3784.0,0.13,0.31,0.42,6.37,0.42,0.04,5.0,0.0,14.93,94,2.06,10.72,293.98,157.36,0.005120673
6316,PR-441,1,0.3347980311414633,5,8,2,4,2,12.083333333333334,0.0309564189437234,-0.3450711140632183,1.0,-0.2273033563549699,-0.1951060741999259,1.0433385266523851,121.46358302459586,25.088028231034823,2.0,0.4,0.2,428.0,0.3,509.0,1.03,452.0,4.92,5254.0,0.07,0.41,0.39,0.13,0.24,0.07,16.0,139.0,8.45,73,8.15,6.98,1946.61,147.86,0.005073707
6317,PR-442,1,-0.6238286562699333,11,13,10,4,0,0.25,-0.8860065928169706,-0.8193256863726953,0.0,-1.2075217290295703,-0.9220042591215412,-0.1160450514512759,121.3309536752852,24.972550900267912,2.0,3.19,0.54,124.0,0.57,138.0,3.71,493.0,5.13,10236.0,0.2,0.61,0.55,0.36,0.47,0.2,3.0,14.0,14.19,74,14.54,14.16,1946.61,147.86,0.005073707
6318,PR-443,0,-0.013400215084533,7,7,2,4,2,38.41666666666666,-0.1448522787998682,-0.8193256863726953,0.0,0.2708682321818182,-0.2804227625710075,0.928040712255336,121.55178626739892,25.028502490334827,2.0,0.5,0.15,68.0,0.15,15.0,0.4,89.0,0.86,5938.0,0.13,0.26,0.16,0.1,0.02,0.16,25.0,122.0,1.64,27,1.68,4.13,9126.87,166.1,0.006299707
6319,PR-444,1,-1.21851511434669,14,24,0,4,0,3.9166666666666665,-1.195682697665977,-0.8193256863726953,0.0,-1.487301229917068,-0.7872038914952323,-0.1075044726070502,121.45027866826446,25.05004276435603,2.0,1.0,0.34,529.0,0.76,629.0,1.53,212.0,2.5,25760.0,0.07,0.15,0.07,0.3,0.06,0.08,25.0,73.0,4.47,64,4.29,4.23,1946.61,147.86,0.005073707
6320,PR-445,0,-0.9286703566516656,7,8,2,4,2,29.08333333333333,-1.4392869063041562,-0.8193256863726953,0.0,-1.6298784477606465,-0.73260121093774,-0.4384519028208025,121.59860912361522,25.088402591866647,2.0,0.63,0.27,83.0,1.36,185.0,1.36,121.0,1.41,541.0,0.08,0.5,0.43,0.11,0.33,0.25,5.0,60.0,6.6,22,6.56,3.96,9126.87,166.1,0.006299707
6321,PR-446,0,1.492494712581706,11,11,2,4,0,14.333333333333334,0.5865348853425902,0.7764559852745024,1.0,0.3763866890382761,0.6119897977905059,0.0761179725438055,121.60166962431737,25.067544637758253,2.0,0.8,0.61,192.0,0.97,551.0,0.9,492.0,2.21,541.0,0.47,0.8,0.73,0.12,0.59,0.48,1.0,36.0,5.01,22,4.87,1.64,9126.87,166.1,0.006299707
6322,PR-447,16,-0.4059163496347103,6,8,2,4,2,26.08333333333333,-0.3712203406004407,-0.8193256863726953,1.0,-0.5282997051358573,-0.4510561393131707,-0.4384519028208025,120.88238385520796,24.687822095387453,1.0,0.24,0.25,92.0,0.72,292.0,0.88,434.0,5.76,3784.0,0.17,0.44,0.3,6.24,0.3,0.19,8.0,0.0,15.02,94,2.17,10.78,293.98,157.36,0.005120673
6323,PR-448,0,-0.4047867722208078,4,12,2,4,0,34.833333333333336,-0.0569479299280721,-0.8193256863726953,0.0,0.1073570577500955,0.5829821237443378,0.1871454975187424,121.55782083021204,25.0438547556374,1.0,0.28,0.36,314.0,0.64,162.0,0.64,344.0,2.09,6137.0,0.04,0.45,0.06,0.24,0.13,0.04,21.0,83.0,0.96,27,1.25,4.15,9126.87,166.1,0.006299707
6324,PR-449,0,-0.1432295169973457,3,4,4,1,1,62.5,-0.7975277057172547,-0.8193256863726953,0.0,-0.1302716386558678,-1.6420771089734696,-0.4384519028208025,121.52570628018329,25.0494699628141,2.0,0.56,0.44,70.0,0.63,133.0,0.76,620.0,0.84,7490.0,0.09,0.43,0.09,0.21,0.12,0.09,29.0,137.0,4.12,19,0.92,0.9,9126.87,166.1,0.006299707
6325,PR-450,6,-0.6001555977019731,11,12,4,4,0,34.5,0.599749264584756,-0.8193256863726953,0.0,0.8247694078519099,2.043603828657255,-0.4384519028208025,120.29923472923612,22.613903761443613,1.0,0.55,0.19,35.0,0.9,180.0,1.05,800.0,2.49,7147.0,0.12,0.19,0.25,0.19,0.1,0.12,16.0,61.0,1.51,111,6.25,8.31,924.21,161.78,0.004997252
6326,PR-451,5,0.1391167693543248,5,13,2,4,0,14.25,0.0591087921118149,0.6652301572410093,1.0,-0.0230558339679392,-0.5824438394046364,0.2896324436494523,121.27868456159948,24.98897211937878,3.0,2.74,2.16,65.0,1.48,597.0,0.72,780.0,2.38,8799.0,0.11,0.34,0.89,0.08,0.17,0.11,8.0,52.0,2.3,87,3.55,7.04,1868.59,101.89,0.005368094
6327,PR-452,1,0.4744089927874335,6,7,2,4,2,35.333333333333336,-0.0919947618312064,-0.8193256863726953,0.0,0.1110346447182829,0.5386174457913754,0.0825234066769755,121.45048549699553,24.9953945960587,2.0,0.38,1.2,279.0,1.37,25.0,0.88,307.0,0.27,4223.0,0.04,0.17,0.1,0.33,0.05,0.04,16.0,110.0,2.35,65,2.76,2.47,1946.61,147.86,0.005073707
6328,PR-453,1,-0.1359473477119731,5,5,2,4,1,39.41666666666666,-0.8044221644522972,-0.8193256863726953,0.0,-0.4244785961108707,0.0659629922155835,-0.4384519028208025,121.48974681837122,25.08341209241832,2.0,0.83,0.2,266.0,0.53,317.0,0.45,551.0,7.18,5254.0,0.16,0.49,0.21,0.23,0.13,0.16,20.0,64.0,8.32,58,7.95,4.8,1946.61,147.86,0.005073707
6329,PR-454,1,-0.7262596975051069,13,13,2,4,0,15.083333333333334,-0.0397117830904652,1.0313485078512572,1.0,-0.1113179212044401,-0.0312980325274495,-0.0797475913633162,121.43282231908132,25.0546628986287,2.0,2.45,0.47,188.0,0.36,460.0,0.47,498.0,1.76,5254.0,0.06,0.26,0.24,0.09,0.07,0.05,12.0,164.0,5.73,70,5.64,5.49,1946.61,147.86,0.005073707
6330,PR-455,5,-0.6669929336182138,16,16,2,4,0,27.666666666666668,-0.0052394894152513,0.7980832296143484,1.0,0.1701589275145288,0.0693756597504267,-0.1971805504714216,121.2903182464148,25.02024197302684,1.0,4.18,0.73,136.0,0.6,502.0,3.15,0.0,2.29,5108.0,0.11,1.34,0.58,0.29,0.37,0.11,7.0,29.0,3.22,87,4.13,7.74,1868.59,101.89,0.005368094
6331,PR-456,6,-0.5793184994497688,10,14,2,4,0,14.583333333333334,0.1849326640263462,0.4922122025222426,1.0,0.1809087971138465,-0.0091156935509681,0.1273614456091611,120.31488472835784,22.6866050598196,1.0,0.65,0.41,347.0,0.59,216.0,0.64,487.0,1.86,8683.0,0.06,0.27,0.06,0.12,0.07,0.06,10.0,55.0,7.35,107,0.55,0.61,924.21,161.78,0.004997252
6332,PR-457,4,-0.2058850131259468,13,13,2,4,0,29.83333333333333,0.0792176300890232,-0.8193256863726953,0.0,0.5260361895129839,0.8201625174159447,-0.4384519028208025,120.71540918224342,24.172846459888376,4.0,1.6,0.42,219.0,0.73,76.0,0.73,301.0,2.0,7604.0,0.25,0.65,0.29,0.13,0.17,0.25,4.0,40.0,7.06,2,5.77,12.11,1270.7,111.76,0.005039031
6333,PR-458,5,-0.883439192971563,4,16,2,4,0,27.0,-0.1724301137400396,-0.8193256863726953,0.0,-0.2128758997874648,0.7263141602077552,0.0547665254332413,121.30474653226103,25.016890692791407,1.0,3.19,0.23,106.0,0.54,119.0,2.61,0.0,3.57,5108.0,0.07,0.58,0.21,0.06,0.04,0.07,14.0,57.0,2.68,87,3.14,9.16,1868.59,101.89,0.005368094
6334,PR-459,6,-0.2622677495730883,10,20,2,4,0,30.916666666666668,1.5839332490121176,-0.8193256863726953,0.0,1.560569692794662,1.5863063789882577,-0.4384519028208025,120.3054674707766,22.65693495219366,2.0,0.23,0.56,247.0,0.4,610.0,1.2,468.0,1.4,6528.0,0.12,0.68,0.24,0.17,0.08,0.13,6.0,57.0,4.1,107,1.47,3.48,924.21,161.78,0.004997252
6335,PR-460,1,2.6956388597600327,13,16,2,4,0,26.916666666666668,-0.2597599243839151,1.0282589015169936,1.0,0.1930731232393897,-0.1217337222007958,0.1380371691644432,121.47489318189903,24.956325848161192,2.0,3.6,1.26,82.0,2.55,257.0,3.75,738.0,2.62,4996.0,0.07,1.34,3.15,1.25,1.36,0.03,2.0,48.0,6.28,63,6.55,6.51,1946.61,147.86,0.005073707
6336,PR-461,6,0.228473552862625,9,23,10,4,0,7.583333333333333,0.2624953247955777,-0.0716409534808815,1.0,-0.1181073125303247,-0.4834764808941817,0.930175856966392,120.3277091605476,22.7369509779434,3.0,1.07,0.39,269.0,0.19,559.0,0.88,179.0,2.13,27902.0,0.23,0.97,0.52,0.1,0.1,0.2,6.0,23.0,13.04,109,5.59,5.76,924.21,161.78,0.004997252
6337,PR-462,0,-0.3508554590974549,7,7,5,4,2,38.91666666666666,-0.4464848484579913,-0.8193256863726953,0.0,-0.288124986982687,-0.3213747729891267,1.2632584318912012,121.5447881335196,25.05037623680958,1.0,0.19,0.36,449.0,0.23,620.0,0.79,765.0,1.3,13621.0,0.06,0.15,0.06,0.15,0.06,0.06,32.0,188.0,2.44,29,1.02,2.82,9126.87,166.1,0.006299707
6338,PR-463,0,-1.2113290793093092,6,13,2,4,0,13.333333333333334,-1.3272519518597106,-0.8193256863726953,0.0,-1.7532190568475512,-1.0022019461903575,0.471119744089252,121.57038559684236,25.02644610686685,2.0,0.66,0.19,130.0,0.37,250.0,0.88,0.0,0.89,6137.0,0.18,0.4,0.73,0.16,0.16,0.21,11.0,63.0,1.38,21,1.18,4.75,9126.87,166.1,0.006299707
6339,PR-464,1,-0.1615911583637634,4,4,2,1,1,45.5,-0.7492664945719549,-0.8193256863726953,0.0,-0.1845867692629453,-0.8401002382853028,-0.4384519028208025,121.45452271104816,25.045281036609907,2.0,0.8,0.21,182.0,0.96,403.0,0.96,212.0,2.5,25760.0,0.04,0.15,0.19,0.11,0.03,0.04,19.0,80.0,3.84,64,3.63,3.6,1946.61,147.86,0.005073707
6340,PR-465,6,1.269679559298906,4,5,4,4,1,44.16666666666666,-1.1571886363953214,-0.8193256863726953,0.0,-0.7155737492081763,-1.6420771089734696,-0.4384519028208025,120.3166409773739,22.58931589260596,2.0,0.53,0.15,149.0,0.49,35.0,0.3,462.0,3.85,7147.0,0.06,0.88,0.92,0.03,0.2,0.06,5.0,27.0,3.51,102,9.08,11.01,924.21,161.78,0.004997252
6341,PR-466,0,1.365333136050664,2,4,2,4,1,50.5,-0.0994637587941695,-0.8193256863726953,0.0,0.592515646245605,0.8525828589969556,-0.4384519028208025,121.55535631269102,25.057740096792195,2.0,0.67,0.35,273.0,0.18,635.0,0.88,1151.0,2.64,13621.0,0.05,0.08,0.04,0.08,0.05,0.05,8.0,112.0,2.41,29,2.21,4.03,9126.87,166.1,0.006299707
6342,PR-467,6,-0.2467661020844242,2,15,10,4,0,2.75,-0.0741840767656795,1.185828824564442,1.0,-0.5302799442725735,-0.7018872031241506,0.9792841853206912,120.3061403374232,22.68372275072314,1.0,0.43,1.15,347.0,0.53,592.0,1.2,487.0,2.0,8683.0,0.27,0.56,0.25,0.14,0.14,0.28,7.0,53.0,7.05,107,0.75,0.57,924.21,161.78,0.004997252
6343,PR-468,4,0.1041239030853402,2,7,10,4,2,29.58333333333333,-0.0483298565092688,-0.8193256863726953,1.0,0.1871324058292407,-1.259858345071024,-0.4384519028208025,120.71667700170096,24.146889537868407,4.0,1.94,0.59,0.0,1.45,423.0,2.21,339.0,1.57,12442.0,0.04,0.53,0.15,0.24,0.13,0.04,6.0,32.0,7.28,8,5.65,10.89,1270.7,111.76,0.005039031
6344,PR-469,1,-0.3346328047488527,4,7,2,4,2,25.5,-0.3269808970505825,-0.8193256863726953,0.0,-0.2629476608158646,-0.232645417083202,-0.4384519028208025,121.41609025283066,24.97759175350773,4.0,0.79,0.86,49.0,0.86,269.0,0.87,401.0,4.04,4996.0,0.13,0.33,0.33,0.4,0.28,0.22,8.0,38.0,6.23,67,6.63,6.29,1946.61,147.86,0.005073707
6345,PR-470,5,-0.1635138433235979,8,10,2,4,2,21.166666666666668,-0.0046649511873309,0.6914918110822508,1.0,0.0038188400303543,0.0949706662617512,-0.4384519028208025,121.28478615247282,25.04032252531493,2.0,4.5,0.85,291.0,2.1,518.0,1.83,429.0,3.57,5108.0,0.12,0.9,0.84,0.28,0.12,0.12,8.0,37.0,5.51,89,6.33,7.76,1868.59,101.89,0.005368094
6346,PR-471,1,-0.7922077916274244,8,21,10,4,0,6.75,-0.7693753325491629,-0.0206624489655305,1.0,-1.1370817940235167,-1.159184652793148,1.0732305526071757,121.44860219402362,25.055058454502003,2.0,1.28,0.14,171.0,0.51,629.0,1.93,498.0,2.85,25760.0,0.07,0.57,0.29,0.12,0.23,0.11,14.0,63.0,5.05,64,4.86,4.81,1946.61,147.86,0.005073707
6347,PR-472,5,0.0827340329071833,4,5,2,4,1,26.08333333333333,-0.4849789097286471,-0.8193256863726953,0.0,-0.3376309654005961,-0.0227663636903412,-0.4384519028208025,121.20296771112388,24.9431762773323,1.0,2.58,0.16,159.0,0.58,566.0,0.58,561.0,2.67,11167.0,0.09,0.71,0.64,0.26,0.29,0.1,8.0,41.0,11.33,86,12.33,7.82,1868.59,101.89,0.005368094
6348,PR-473,1,0.0590129072152274,2,5,2,4,1,34.583333333333336,-0.597588402401013,-0.8193256863726953,0.0,-0.2632305521211096,0.0727883272852702,-0.4384519028208025,121.4801094809338,25.014306252175377,2.0,0.77,0.74,367.0,0.34,227.0,0.34,201.0,1.69,11486.0,0.12,0.6,0.12,0.18,0.11,0.12,15.0,51.0,1.56,65,1.27,1.65,1946.61,147.86,0.005073707
6349,PR-474,0,1.1290591880490228,4,5,2,4,1,42.0,0.1056463885733542,-0.8193256863726953,0.0,0.8867226037006075,1.0948822539708274,-0.4384519028208025,121.50973546622303,25.07943563325905,2.0,1.37,0.54,177.0,0.92,170.0,1.03,512.0,1.83,3980.0,0.12,0.35,0.54,0.16,0.19,0.12,5.0,78.0,7.21,25,3.47,3.57,9126.87,166.1,0.006299707
6350,PR-475,1,-0.7807197489924143,13,13,2,4,0,16.75,-0.1115290615804946,0.3145598383020802,1.0,-0.1939221823360367,-0.1985187417347692,0.1529831821418385,121.43380061451752,25.053838482904823,2.0,2.35,0.57,188.0,0.35,460.0,0.6,498.0,1.84,4438.0,0.1,0.36,0.3,0.23,0.18,0.07,9.0,167.0,5.6,70,5.51,5.36,1946.61,147.86,0.005073707
6351,PR-476,1,0.0878051144887464,4,5,2,4,1,38.5,-0.6228680844295033,-0.8193256863726953,0.0,0.0125884704929554,-0.7854975577278107,-0.4384519028208025,121.47219624946526,25.079803571624748,2.0,0.64,0.53,204.0,0.8,123.0,0.8,106.0,5.37,5254.0,0.09,0.59,0.22,0.09,0.14,0.09,17.0,119.0,7.57,73,7.24,5.73,1946.61,147.86,0.005073707
6352,PR-477,0,0.0445927700164698,4,5,2,4,1,37.16666666666666,-0.4056926342756546,-0.8193256863726953,0.0,-0.056437007986872,-0.8264495681459297,0.259740417694662,121.54669558981487,25.035770847983656,1.0,0.51,0.39,301.0,0.44,315.0,0.44,148.0,1.34,13621.0,0.04,0.28,0.22,0.05,0.05,0.05,19.0,171.0,1.81,27,0.72,3.3,9126.87,166.1,0.006299707
6353,PR-478,2,-0.7166703062679332,10,21,2,4,0,24.25,-0.9595474859907608,1.020534885681334,1.0,-1.121239880929786,-0.3623267834072459,-0.1160450514512761,120.9671362631066,24.823078039551785,4.0,2.32,0.63,207.0,1.29,371.0,1.45,367.0,4.23,17488.0,0.14,0.72,0.34,0.31,0.28,0.14,7.0,8.0,1.82,75,1.58,7.69,4344.33,87.03,0.006841633
6354,PR-479,5,-0.7555325760185845,7,14,2,4,0,17.583333333333332,-0.1327869760135431,-0.8193256863726953,0.0,-0.3729923785562455,1.1921432787138604,-0.4384519028208025,121.21402975733164,24.949598053330828,1.0,1.27,0.29,140.0,0.51,465.0,0.56,1619.0,1.54,11167.0,0.07,0.46,0.67,0.29,0.13,0.07,11.0,48.0,10.01,86,11.02,7.03,1868.59,101.89,0.005368094
6355,PR-480,0,0.353568243061846,6,6,2,4,2,51.083333333333336,0.1757400523796228,-0.8193256863726953,0.0,1.3322764094617898,-0.9049409214473249,-0.4384519028208025,121.54631538229968,25.04165854816129,0.0,0.13,0.3,301.0,0.33,315.0,0.33,148.0,1.09,13621.0,0.03,0.17,0.07,0.04,0.01,0.09,28.0,195.0,1.88,27,0.33,3.05,9126.87,166.1,0.006299707
6356,PR-481,1,1.245069191813027,7,11,2,4,0,30.166666666666668,0.9301087456388908,-0.8193256863726953,0.0,1.2276066265210677,0.999327562995216,1.6305033221929135,121.4591071389673,25.084087843476286,2.0,1.0,0.25,342.0,0.76,509.0,1.5,452.0,4.32,5254.0,0.06,0.15,0.2,0.13,0.05,0.09,19.0,89.0,8.03,73,7.75,7.07,1946.61,147.86,0.005073707
6357,PR-482,5,-0.3165114990024142,8,9,2,4,2,18.916666666666668,-0.3310026646460241,0.4953018088565062,1.0,-0.4505045961934287,-0.3810964548488839,-0.032774407720074,121.27975074268826,24.991732786255994,3.0,3.02,1.91,65.0,1.23,597.0,0.75,780.0,2.39,5108.0,0.07,0.5,0.84,0.2,0.05,0.08,13.0,43.0,2.15,87,3.45,7.03,1868.59,101.89,0.005368094
6358,PR-483,0,0.2843515845078102,3,5,2,4,1,41.25,-0.2971049091987302,-0.8193256863726953,0.0,0.5164178851346477,-0.6285148511250204,-0.4384519028208025,121.55224988328814,25.0014526012096,2.0,0.63,0.12,106.0,0.45,55.0,0.63,0.0,0.41,8612.0,0.05,0.34,0.26,0.09,0.03,0.05,12.0,142.0,4.21,28,4.2,6.28,9126.87,166.1,0.006299707
6359,PR-484,0,1.1378314381782673,3,4,4,4,1,56.16666666666666,-0.1149762909480161,-0.8193256863726953,0.0,0.6773830378191635,0.1922316910047843,-0.4384519028208025,121.52733619753369,25.02968364580088,1.0,0.49,0.29,203.0,0.61,728.0,0.65,375.0,0.39,16164.0,0.1,0.36,0.18,0.23,0.05,0.1,14.0,135.0,3.85,27,2.04,2.29,9126.87,166.1,0.006299707
6360,PR-485,3,0.2631299492636388,8,9,2,4,2,13.75,-0.1006128352500102,1.0282589015169936,1.0,-0.3710121394195289,-0.1473287287121204,0.0867936960990883,121.03635958893972,24.80188708635774,4.0,0.69,0.38,177.0,0.38,86.0,2.18,244.0,6.06,579.0,0.1,1.62,0.62,2.12,0.51,0.1,4.0,4.0,3.77,80,6.25,0.78,406.65,86.71,0.006554591
6361,PR-486,6,-0.0881445928980923,4,7,4,4,2,39.25,-0.5596688793582775,-0.8193256863726953,0.0,-0.195619530167508,-0.5261348250797225,-0.4384519028208025,120.29528907284806,22.61321821314321,1.0,0.96,0.23,35.0,1.29,145.0,0.93,800.0,2.89,7147.0,0.1,0.3,0.36,0.23,0.13,0.14,6.0,39.0,1.91,111,6.37,8.44,924.21,161.78,0.004997252
6362,PR-487,1,-1.389321639465972,16,24,2,4,0,24.5,-0.8842829781332098,-0.8193256863726953,0.0,-0.9537682282246304,-0.3401444444307647,-0.1950454057603654,121.47383601507116,25.016411881090047,2.0,0.27,0.19,367.0,0.34,310.0,0.34,234.0,1.02,11486.0,0.06,0.08,0.06,0.05,0.05,0.08,15.0,56.0,1.03,65,0.66,1.05,1946.61,147.86,0.005073707
6363,PR-488,1,-0.7091718349245794,12,13,2,4,0,11.25,-0.3447915821161096,-0.8193256863726953,0.0,-0.4705898788658374,0.9686135551816268,-0.4384519028208025,121.51695063758642,24.97026979645935,2.0,1.39,1.03,298.0,0.19,215.0,0.19,312.0,1.55,3500.0,0.03,0.2,0.3,0.21,0.05,0.03,7.0,101.0,7.01,63,7.03,7.24,1946.61,147.86,0.005073707
6364,PR-489,6,0.4241307810877657,3,5,4,4,1,38.5,-0.1189980585434577,-0.8193256863726953,0.0,0.2816181017811355,-0.6472845225666585,-0.4384519028208025,120.34012349959616,22.63910126102985,4.0,0.59,0.59,206.0,0.44,849.0,1.18,648.0,1.41,1923.0,0.07,0.07,0.07,0.15,0.05,0.14,11.0,44.0,3.54,99,5.12,6.3,924.21,161.78,0.004997252
6365,PR-490,5,-0.3000725425958309,7,10,10,4,2,2.833333333333333,-0.8256800788853459,-0.1504259150046056,1.0,-0.9761166413390008,-0.792322892797497,1.382826535710363,121.21447734279351,24.990721671035185,2.0,1.18,1.34,20.0,2.26,86.0,2.76,1775.0,1.78,9013.0,0.79,1.66,1.72,1.28,1.51,0.79,0.0,0.0,8.73,82,10.02,2.46,1868.59,101.89,0.005368094
6366,PR-491,1,0.6401684698871497,2,6,2,4,2,30.0,0.1665474407328989,0.9432947273247416,1.0,0.4451292762128582,0.5164351068148944,0.4262817051570661,121.49523225063088,25.057131204385463,2.0,0.46,0.17,48.0,0.46,181.0,0.46,427.0,5.03,11486.0,0.13,0.58,0.22,0.21,0.13,0.13,22.0,57.0,5.87,58,5.47,2.41,1946.61,147.86,0.005073707
6367,PR-492,0,-1.1608105319896624,7,21,2,4,0,24.5,-1.5111041847941855,-0.8193256863726953,0.0,-1.7119169262817528,-1.0926376358637042,-0.4384519028208025,121.59652617166566,25.079996917488284,2.0,0.46,0.17,147.0,0.67,59.0,0.67,111.0,1.03,541.0,0.11,0.64,0.43,0.13,0.19,0.1,10.0,140.0,5.71,22,5.64,3.12,9126.87,166.1,0.006299707
6368,PR-493,5,0.232631359088267,2,7,2,4,2,13.25,-0.6923872100078515,0.9000402386450503,1.0,-0.7274551840284745,-1.075574298189488,-0.1373964985618406,121.2519620765327,24.927536518773284,1.0,3.94,0.56,316.0,0.22,427.0,3.59,480.0,1.05,2762.0,0.09,0.87,0.14,0.3,0.13,0.08,12.0,38.0,8.8,86,9.33,10.23,1868.59,101.89,0.005368094
6369,PR-494,4,-0.1121300877720256,12,26,10,4,0,3.1666666666666665,1.999324387798446,2.7970585278829576,2.0,1.4581630402959014,0.924248877228664,1.3913671145545892,120.64942142979328,24.150388682403573,4.0,2.95,0.55,379.0,0.48,467.0,0.99,418.0,2.39,5005.0,0.09,0.76,0.04,0.11,0.03,0.1,10.0,70.0,1.31,4,1.37,5.41,1270.7,111.76,0.005039031
6370,PR-495,0,0.3604658753552519,2,5,2,4,1,42.91666666666666,-0.6849182130448886,-0.8193256863726953,0.0,-0.0434240079455932,-1.0585109605152716,-0.4384519028208025,121.5063710466203,25.12904714012617,2.0,0.66,0.27,71.0,0.67,236.0,1.08,146.0,1.95,5365.0,0.06,0.46,0.56,0.2,0.19,0.06,5.0,45.0,11.73,23,8.97,9.08,9126.87,166.1,0.006299707
6371,PR-496,1,-1.1492984557926542,10,14,2,4,0,13.0,-1.3278264900876309,-0.8193256863726953,0.0,-1.521813969156982,-1.1250579774447154,-0.4384519028208025,121.45220530122646,24.986207687472533,2.0,0.36,0.54,398.0,1.33,120.0,0.43,738.0,1.0,4223.0,0.01,0.47,0.01,0.21,0.06,0.12,24.0,57.0,3.14,62,3.53,3.31,1946.61,147.86,0.005073707
6372,PR-497,0,-0.5465126873225953,2,6,2,4,2,41.5,-0.9710382505491656,-0.8193256863726953,0.0,-1.1424567288231755,0.7945675109046202,-0.4384519028208025,121.56030181593698,25.05115813719621,2.0,0.45,0.35,206.0,0.29,162.0,0.29,344.0,2.69,13621.0,0.04,0.45,0.06,0.13,0.02,0.04,34.0,174.0,1.56,29,1.76,4.39,9126.87,166.1,0.006299707
6373,PR-498,4,0.2520264436205959,3,5,2,4,1,33.916666666666664,-0.7257104272272253,-0.8193256863726953,0.0,-0.138758377813224,-0.8861712500056869,-0.4384519028208025,120.65171615803251,24.16055187987036,4.0,3.82,0.38,72.0,0.56,292.0,1.23,309.0,2.09,21393.0,0.13,0.47,0.14,0.12,0.02,0.16,14.0,68.0,0.52,16,0.98,6.46,1270.7,111.76,0.005039031
6374,PR-499,1,0.0071004132997004,7,13,10,4,0,6.25,0.5147176068525606,0.5787211798816261,1.0,0.3149992758000687,0.0574313233784755,-0.2099914187377609,121.36097472902966,25.070916045184404,2.0,7.46,0.23,49.0,0.97,365.0,1.99,454.0,3.84,7517.0,0.18,0.6,0.32,0.13,0.06,0.16,10.0,131.0,12.34,66,12.41,12.13,1946.61,147.86,0.005073707
